H0,Omega_Lambda,k,t_crit
7.361985241471434449e+01,7.283076678505937540e-01,1.871526865943928530e-01,7.641748604444140724e+00
7.361985241471434449e+01,7.283076678505937540e-01,1.871526865943928530e-01,7.641748604444140724e+00
7.361985241471434449e+01,7.283076678505937540e-01,1.871526865943928530e-01,7.641748604444140724e+00
7.361500126958604540e+01,7.282408834787259533e-01,1.879438394605692786e-01,7.582721866528984833e+00
7.361500126958604540e+01,7.282408834787259533e-01,1.879438394605692786e-01,7.582721866528984833e+00
7.361500126958604540e+01,7.282408834787259533e-01,1.879438394605692786e-01,7.582721866528984833e+00
7.361500126958604540e+01,7.282408834787259533e-01,1.879438394605692786e-01,7.582721866528984833e+00
7.361500126958604540e+01,7.282408834787259533e-01,1.879438394605692786e-01,7.582721866528984833e+00
7.361500126958604540e+01,7.282408834787259533e-01,1.879438394605692786e-01,7.582721866528984833e+00
7.361056411105145969e+01,7.282668742883513513e-01,1.819220017587986904e-01,7.597142096727639071e+00
7.361056411105145969e+01,7.282668742883513513e-01,1.819220017587986904e-01,7.597142096727639071e+00
7.361056411105145969e+01,7.282668742883513513e-01,1.819220017587986904e-01,7.597142096727639071e+00
7.370174658018585490e+01,7.293323534675528741e-01,1.829802742520152681e-01,7.563374860624352714e+00
7.370174658018585490e+01,7.293323534675528741e-01,1.829802742520152681e-01,7.563374860624352714e+00
7.386383405301533855e+01,7.311131063402154240e-01,1.729235612255929921e-01,8.228281993528820948e+00
7.385060284355969884e+01,7.309773691970600229e-01,1.746708040827416319e-01,8.054403413825651725e+00
7.385060284355969884e+01,7.309773691970600229e-01,1.746708040827416319e-01,8.054403413825651725e+00
7.385060284355969884e+01,7.309773691970600229e-01,1.746708040827416319e-01,8.054403413825651725e+00
7.384180854847713249e+01,7.308778383143064161e-01,1.753103527823551555e-01,8.000693802568378032e+00
7.384180854847713249e+01,7.308778383143064161e-01,1.753103527823551555e-01,8.000693802568378032e+00
7.417057128568964686e+01,7.331660625476051907e-01,1.770419195527220546e-01,8.436180846771614839e+00
7.417057128568964686e+01,7.331660625476051907e-01,1.770419195527220546e-01,8.436180846771614839e+00
7.397465204916190373e+01,7.314168749939178316e-01,1.711469452120218948e-01,8.622675135159202142e+00
7.397465204916190373e+01,7.314168749939178316e-01,1.711469452120218948e-01,8.622675135159202142e+00
7.397465204916190373e+01,7.314168749939178316e-01,1.711469452120218948e-01,8.622675135159202142e+00
7.397465204916190373e+01,7.314168749939178316e-01,1.711469452120218948e-01,8.622675135159202142e+00
7.397465204916190373e+01,7.314168749939178316e-01,1.711469452120218948e-01,8.622675135159202142e+00
7.418946993100853149e+01,7.343338953954740012e-01,1.573101188083152746e-01,9.542102767331412494e+00
7.418946993100853149e+01,7.343338953954740012e-01,1.573101188083152746e-01,9.542102767331412494e+00
7.424462166239183603e+01,7.347520005254862818e-01,1.611163044869770578e-01,9.395258149099088740e+00
7.424462166239183603e+01,7.347520005254862818e-01,1.611163044869770578e-01,9.395258149099088740e+00
7.424462166239183603e+01,7.347520005254862818e-01,1.611163044869770578e-01,9.395258149099088740e+00
7.424462166239183603e+01,7.347520005254862818e-01,1.611163044869770578e-01,9.395258149099088740e+00
7.417729465275581902e+01,7.352149446541910160e-01,1.631517344176376394e-01,8.511223061869426232e+00
7.417729465275581902e+01,7.352149446541910160e-01,1.631517344176376394e-01,8.511223061869426232e+00
7.417729465275581902e+01,7.352149446541910160e-01,1.631517344176376394e-01,8.511223061869426232e+00
7.417729465275581902e+01,7.352149446541910160e-01,1.631517344176376394e-01,8.511223061869426232e+00
7.413077385842615286e+01,7.355348241307047008e-01,1.645581509165824075e-01,7.900383300894522343e+00
7.413077385842615286e+01,7.355348241307047008e-01,1.645581509165824075e-01,7.900383300894522343e+00
7.413077385842615286e+01,7.355348241307047008e-01,1.645581509165824075e-01,7.900383300894522343e+00
7.413077385842615286e+01,7.355348241307047008e-01,1.645581509165824075e-01,7.900383300894522343e+00
7.413514993231130745e+01,7.355658495379404638e-01,1.637259143419095286e-01,7.999820839353993129e+00
7.413514993231130745e+01,7.355658495379404638e-01,1.637259143419095286e-01,7.999820839353993129e+00
7.420929222849092355e+01,7.359041575737167440e-01,1.566814387119353502e-01,8.945721371065904037e+00
7.420929222849092355e+01,7.359041575737167440e-01,1.566814387119353502e-01,8.945721371065904037e+00
7.420929222849092355e+01,7.359041575737167440e-01,1.566814387119353502e-01,8.945721371065904037e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.422476205388637993e+01,7.360591908976998887e-01,1.576485410480466531e-01,8.837604679430608456e+00
7.448997514191884761e+01,7.369929783832649406e-01,1.658524361708265116e-01,8.999178005954519222e+00
7.448997514191884761e+01,7.369929783832649406e-01,1.658524361708265116e-01,8.999178005954519222e+00
7.448997514191884761e+01,7.369929783832649406e-01,1.658524361708265116e-01,8.999178005954519222e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.445007771703255628e+01,7.369111069785491130e-01,1.641272641382901243e-01,9.014060519853529740e+00
7.446693478938115618e+01,7.369067693167243860e-01,1.692669872238266038e-01,8.570009492726027744e+00
7.446693478938115618e+01,7.369067693167243860e-01,1.692669872238266038e-01,8.570009492726027744e+00
7.446693478938115618e+01,7.369067693167243860e-01,1.692669872238266038e-01,8.570009492726027744e+00
7.446693478938115618e+01,7.369067693167243860e-01,1.692669872238266038e-01,8.570009492726027744e+00
7.427634667291283677e+01,7.365845890434652432e-01,1.604012305962488338e-01,8.331068207043392349e+00
7.427634667291283677e+01,7.365845890434652432e-01,1.604012305962488338e-01,8.331068207043392349e+00
7.427634667291283677e+01,7.365845890434652432e-01,1.604012305962488338e-01,8.331068207043392349e+00
7.427634667291283677e+01,7.365845890434652432e-01,1.604012305962488338e-01,8.331068207043392349e+00
7.427366648370816904e+01,7.365799642409684989e-01,1.579496982790232207e-01,8.588537575501948851e+00
7.427366648370816904e+01,7.365799642409684989e-01,1.579496982790232207e-01,8.588537575501948851e+00
7.428300632765740374e+01,7.365845650818845236e-01,1.569288068659224489e-01,8.749232971602099340e+00
7.428300632765740374e+01,7.365845650818845236e-01,1.569288068659224489e-01,8.749232971602099340e+00
7.428300632765740374e+01,7.365845650818845236e-01,1.569288068659224489e-01,8.749232971602099340e+00
7.428982284473130449e+01,7.366444375594080052e-01,1.554216651080622680e-01,8.885054011976993849e+00
7.425003105935039116e+01,7.364453726355320029e-01,1.641536957889729864e-01,8.046648795668881249e+00
7.425003105935039116e+01,7.364453726355320029e-01,1.641536957889729864e-01,8.046648795668881249e+00
7.425003105935039116e+01,7.364453726355320029e-01,1.641536957889729864e-01,8.046648795668881249e+00
7.425003105935039116e+01,7.364453726355320029e-01,1.641536957889729864e-01,8.046648795668881249e+00
7.434291697871553595e+01,7.365919792062793903e-01,1.497216861692999834e-01,9.656872873279473524e+00
7.434291697871553595e+01,7.365919792062793903e-01,1.497216861692999834e-01,9.656872873279473524e+00
7.434291697871553595e+01,7.365919792062793903e-01,1.497216861692999834e-01,9.656872873279473524e+00
7.434291697871553595e+01,7.365919792062793903e-01,1.497216861692999834e-01,9.656872873279473524e+00
7.438785504088667722e+01,7.366394084009978416e-01,1.490688370734929158e-01,9.750234669879008109e+00
7.438785504088667722e+01,7.366394084009978416e-01,1.490688370734929158e-01,9.750234669879008109e+00
7.438785504088667722e+01,7.366394084009978416e-01,1.490688370734929158e-01,9.750234669879008109e+00
7.421627110522365456e+01,7.357851332423621660e-01,1.403990739559752565e-01,9.864633434821159952e+00
7.421053245542569243e+01,7.359217197158699486e-01,1.381768284967191673e-01,1.006986146045457531e+01
7.434603901932446490e+01,7.365868655997055425e-01,1.353404865758970899e-01,1.086116444171757323e+01
7.434603901932446490e+01,7.365868655997055425e-01,1.353404865758970899e-01,1.086116444171757323e+01
7.434603901932446490e+01,7.365868655997055425e-01,1.353404865758970899e-01,1.086116444171757323e+01
7.408178658696633079e+01,7.361962390929825961e-01,1.335510681544438694e-01,9.837585378790031143e+00
7.408178658696633079e+01,7.361962390929825961e-01,1.335510681544438694e-01,9.837585378790031143e+00
7.408275270332671880e+01,7.362099891431245213e-01,1.329691452314522015e-01,9.841956806492039078e+00
7.408275270332671880e+01,7.362099891431245213e-01,1.329691452314522015e-01,9.841956806492039078e+00
7.408275270332671880e+01,7.362099891431245213e-01,1.329691452314522015e-01,9.841956806492039078e+00
7.408275270332671880e+01,7.362099891431245213e-01,1.329691452314522015e-01,9.841956806492039078e+00
7.407648041222861934e+01,7.361730121143074124e-01,1.335135993624754769e-01,9.769698049925523264e+00
7.407648041222861934e+01,7.361730121143074124e-01,1.335135993624754769e-01,9.769698049925523264e+00
7.407648041222861934e+01,7.361730121143074124e-01,1.335135993624754769e-01,9.769698049925523264e+00
7.407648041222861934e+01,7.361730121143074124e-01,1.335135993624754769e-01,9.769698049925523264e+00
7.403342635368217373e+01,7.357392726247505843e-01,1.381596903555734612e-01,9.083641261650717169e+00
7.403342635368217373e+01,7.357392726247505843e-01,1.381596903555734612e-01,9.083641261650717169e+00
7.404501157460668992e+01,7.359708168075264068e-01,1.306387858538965996e-01,9.121757867654249452e+00
7.408225397721939487e+01,7.359374039776248599e-01,1.389712497350606424e-01,9.013844305665742240e+00
7.408225397721939487e+01,7.359374039776248599e-01,1.389712497350606424e-01,9.013844305665742240e+00
7.413566663064418094e+01,7.364453402954511674e-01,1.352782387051664759e-01,9.593971358697892526e+00
7.413566663064418094e+01,7.364453402954511674e-01,1.352782387051664759e-01,9.593971358697892526e+00
7.413566663064418094e+01,7.364453402954511674e-01,1.352782387051664759e-01,9.593971358697892526e+00
7.414699820735557978e+01,7.365709295842637339e-01,1.370010205166872774e-01,9.450138217359510762e+00
7.414699820735557978e+01,7.365709295842637339e-01,1.370010205166872774e-01,9.450138217359510762e+00
7.414699820735557978e+01,7.365709295842637339e-01,1.370010205166872774e-01,9.450138217359510762e+00
7.414699820735557978e+01,7.365709295842637339e-01,1.370010205166872774e-01,9.450138217359510762e+00
7.430311285965792933e+01,7.339367230737338099e-01,1.732451300500973401e-01,8.216407280431283766e+00
7.430311285965792933e+01,7.339367230737338099e-01,1.732451300500973401e-01,8.216407280431283766e+00
7.430311285965792933e+01,7.339367230737338099e-01,1.732451300500973401e-01,8.216407280431283766e+00
7.430311285965792933e+01,7.339367230737338099e-01,1.732451300500973401e-01,8.216407280431283766e+00
7.430311285965792933e+01,7.339367230737338099e-01,1.732451300500973401e-01,8.216407280431283766e+00
7.420823834627863391e+01,7.330086533708604080e-01,1.937786077432807341e-01,7.957789625958286095e+00
7.420823834627863391e+01,7.330086533708604080e-01,1.937786077432807341e-01,7.957789625958286095e+00
7.420823834627863391e+01,7.330086533708604080e-01,1.937786077432807341e-01,7.957789625958286095e+00
7.420823834627863391e+01,7.330086533708604080e-01,1.937786077432807341e-01,7.957789625958286095e+00
7.410329128029277967e+01,7.328286820829092996e-01,1.996154447563076584e-01,7.210413242248558952e+00
7.410329128029277967e+01,7.328286820829092996e-01,1.996154447563076584e-01,7.210413242248558952e+00
7.408504475132276923e+01,7.298630069617098037e-01,3.093655316700907321e-01,7.200966094901906978e+00
7.396132503787723067e+01,7.304850130416218335e-01,3.288490861072222993e-01,6.758845530874602048e+00
7.396132503787723067e+01,7.304850130416218335e-01,3.288490861072222993e-01,6.758845530874602048e+00
7.396132503787723067e+01,7.304850130416218335e-01,3.288490861072222993e-01,6.758845530874602048e+00
7.396132503787723067e+01,7.304850130416218335e-01,3.288490861072222993e-01,6.758845530874602048e+00
7.396132503787723067e+01,7.304850130416218335e-01,3.288490861072222993e-01,6.758845530874602048e+00
7.388634426058386850e+01,7.309360674889187059e-01,3.240354507796702199e-01,6.575820495737236371e+00
7.388634426058386850e+01,7.309360674889187059e-01,3.240354507796702199e-01,6.575820495737236371e+00
7.388634426058386850e+01,7.309360674889187059e-01,3.240354507796702199e-01,6.575820495737236371e+00
7.388634426058386850e+01,7.309360674889187059e-01,3.240354507796702199e-01,6.575820495737236371e+00
7.390469948322537164e+01,7.312964897236468031e-01,3.076867459751277956e-01,6.571672570106111166e+00
7.384520684047247130e+01,7.308822538111672262e-01,3.327519465994130954e-01,5.956503096651664109e+00
7.384520684047247130e+01,7.308822538111672262e-01,3.327519465994130954e-01,5.956503096651664109e+00
7.370164226870598156e+01,7.278889726541951655e-01,3.609988410553800486e-01,6.203502699421044042e+00
7.370164226870598156e+01,7.278889726541951655e-01,3.609988410553800486e-01,6.203502699421044042e+00
7.373314915256494828e+01,7.275956880137227634e-01,3.732796210516811097e-01,6.303531661876936809e+00
7.373314915256494828e+01,7.275956880137227634e-01,3.732796210516811097e-01,6.303531661876936809e+00
7.373314915256494828e+01,7.275956880137227634e-01,3.732796210516811097e-01,6.303531661876936809e+00
7.368960492181433608e+01,7.268633531903552214e-01,4.363108531230615039e-01,6.415165473875252822e+00
7.363222890988016900e+01,7.264632143509250906e-01,4.545951253985956453e-01,6.383705278507502356e+00
7.363222890988016900e+01,7.264632143509250906e-01,4.545951253985956453e-01,6.383705278507502356e+00
7.363222890988016900e+01,7.264632143509250906e-01,4.545951253985956453e-01,6.383705278507502356e+00
7.363222890988016900e+01,7.264632143509250906e-01,4.545951253985956453e-01,6.383705278507502356e+00
7.363222890988016900e+01,7.264632143509250906e-01,4.545951253985956453e-01,6.383705278507502356e+00
7.363222890988016900e+01,7.264632143509250906e-01,4.545951253985956453e-01,6.383705278507502356e+00
7.363222890988016900e+01,7.264632143509250906e-01,4.545951253985956453e-01,6.383705278507502356e+00
7.364404208514785921e+01,7.275550561458423715e-01,5.165294045911432708e-01,6.290035359498924450e+00
7.364404208514785921e+01,7.275550561458423715e-01,5.165294045911432708e-01,6.290035359498924450e+00
7.361400822205000338e+01,7.272258104351160268e-01,5.181581575897025171e-01,6.300964619465895922e+00
7.361400822205000338e+01,7.272258104351160268e-01,5.181581575897025171e-01,6.300964619465895922e+00
7.385922179739745275e+01,7.299920982226962840e-01,4.385239793588585622e-01,6.306967494567671473e+00
7.385922179739745275e+01,7.299920982226962840e-01,4.385239793588585622e-01,6.306967494567671473e+00
7.388230423256563029e+01,7.309108036580781453e-01,4.355383054986267655e-01,6.202053467625566974e+00
7.388230423256563029e+01,7.309108036580781453e-01,4.355383054986267655e-01,6.202053467625566974e+00
7.388230423256563029e+01,7.309108036580781453e-01,4.355383054986267655e-01,6.202053467625566974e+00
7.388230423256563029e+01,7.309108036580781453e-01,4.355383054986267655e-01,6.202053467625566974e+00
7.395558850272406914e+01,7.293104619119071819e-01,4.621913732766622096e-01,6.530260022081473714e+00
7.388261834870887412e+01,7.285657254890632872e-01,4.836455668510417083e-01,6.550043275962309508e+00
7.388261834870887412e+01,7.285657254890632872e-01,4.836455668510417083e-01,6.550043275962309508e+00
7.388261834870887412e+01,7.285657254890632872e-01,4.836455668510417083e-01,6.550043275962309508e+00
7.388261834870887412e+01,7.285657254890632872e-01,4.836455668510417083e-01,6.550043275962309508e+00
7.388261834870887412e+01,7.285657254890632872e-01,4.836455668510417083e-01,6.550043275962309508e+00
7.388261834870887412e+01,7.285657254890632872e-01,4.836455668510417083e-01,6.550043275962309508e+00
7.386723413918683434e+01,7.283984805031009646e-01,4.867594632859110204e-01,6.546909693105754435e+00
7.386723413918683434e+01,7.283984805031009646e-01,4.867594632859110204e-01,6.546909693105754435e+00
7.394442270530903727e+01,7.291836033860576993e-01,4.739838742801796845e-01,6.542105574806163837e+00
7.394442270530903727e+01,7.291836033860576993e-01,4.739838742801796845e-01,6.542105574806163837e+00
7.393628138350067047e+01,7.290349952255631427e-01,4.790795812038938228e-01,6.531805991647460452e+00
7.393628138350067047e+01,7.290349952255631427e-01,4.790795812038938228e-01,6.531805991647460452e+00
7.393628138350067047e+01,7.290349952255631427e-01,4.790795812038938228e-01,6.531805991647460452e+00
7.393628138350067047e+01,7.290349952255631427e-01,4.790795812038938228e-01,6.531805991647460452e+00
7.393628138350067047e+01,7.290349952255631427e-01,4.790795812038938228e-01,6.531805991647460452e+00
7.393628138350067047e+01,7.290349952255631427e-01,4.790795812038938228e-01,6.531805991647460452e+00
7.359937340406641226e+01,7.260953747524885316e-01,5.150663309207736962e-01,6.473479413655165438e+00
7.359937340406641226e+01,7.260953747524885316e-01,5.150663309207736962e-01,6.473479413655165438e+00
7.370127603028453223e+01,7.272481197131314135e-01,4.868106305847083037e-01,6.418863232982107370e+00
7.367673065714215852e+01,7.270282411591971750e-01,4.910280964045268259e-01,6.417080577456376389e+00
7.367673065714215852e+01,7.270282411591971750e-01,4.910280964045268259e-01,6.417080577456376389e+00
7.367673065714215852e+01,7.270282411591971750e-01,4.910280964045268259e-01,6.417080577456376389e+00
7.367673065714215852e+01,7.270282411591971750e-01,4.910280964045268259e-01,6.417080577456376389e+00
7.367673065714215852e+01,7.270282411591971750e-01,4.910280964045268259e-01,6.417080577456376389e+00
7.376727153325842323e+01,7.280670209262523063e-01,4.652705011125103374e-01,6.364789532734530297e+00
7.373235962159849066e+01,7.279269904272732683e-01,4.757671294479453028e-01,6.340200106320400764e+00
7.373235962159849066e+01,7.279269904272732683e-01,4.757671294479453028e-01,6.340200106320400764e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.373758793612863371e+01,7.278489354672241785e-01,4.958362368139228593e-01,6.435533523932011057e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.374066320161857391e+01,7.279049341205025003e-01,4.951651284551753518e-01,6.432975659034825711e+00
7.375676252200972272e+01,7.280771226804865215e-01,4.917362690233569311e-01,6.430138038705949910e+00
7.375676252200972272e+01,7.280771226804865215e-01,4.917362690233569311e-01,6.430138038705949910e+00
7.375676252200972272e+01,7.280771226804865215e-01,4.917362690233569311e-01,6.430138038705949910e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.361054141622133784e+01,7.268530542754050305e-01,5.100427723887368536e-01,6.400084836526868770e+00
7.364130242825386574e+01,7.277526220069060470e-01,4.999385193343630074e-01,6.338333571865422122e+00
7.364130242825386574e+01,7.277526220069060470e-01,4.999385193343630074e-01,6.338333571865422122e+00
7.364130242825386574e+01,7.277526220069060470e-01,4.999385193343630074e-01,6.338333571865422122e+00
7.364130242825386574e+01,7.277526220069060470e-01,4.999385193343630074e-01,6.338333571865422122e+00
7.364130242825386574e+01,7.277526220069060470e-01,4.999385193343630074e-01,6.338333571865422122e+00
7.364130242825386574e+01,7.277526220069060470e-01,4.999385193343630074e-01,6.338333571865422122e+00
7.377042706019051366e+01,7.287816512792949508e-01,5.363960471356710169e-01,6.457133226357839817e+00
7.377042706019051366e+01,7.287816512792949508e-01,5.363960471356710169e-01,6.457133226357839817e+00
7.377042706019051366e+01,7.287816512792949508e-01,5.363960471356710169e-01,6.457133226357839817e+00
7.377042706019051366e+01,7.287816512792949508e-01,5.363960471356710169e-01,6.457133226357839817e+00
7.377042706019051366e+01,7.287816512792949508e-01,5.363960471356710169e-01,6.457133226357839817e+00
7.377042706019051366e+01,7.287816512792949508e-01,5.363960471356710169e-01,6.457133226357839817e+00
7.370787288234043899e+01,7.293411326176425513e-01,5.418274394437008201e-01,6.341743835001352636e+00
7.354906490302043665e+01,7.260723411366823976e-01,5.370214110720223921e-01,6.461588843868152132e+00
7.355561646389510599e+01,7.262379904312742385e-01,5.368147349669508683e-01,6.449161462668996592e+00
7.355561646389510599e+01,7.262379904312742385e-01,5.368147349669508683e-01,6.449161462668996592e+00
7.355561646389510599e+01,7.262379904312742385e-01,5.368147349669508683e-01,6.449161462668996592e+00
7.356751407245353391e+01,7.264646563126339052e-01,5.374144505896469859e-01,6.444611627610347782e+00
7.356751407245353391e+01,7.264646563126339052e-01,5.374144505896469859e-01,6.444611627610347782e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.364721107581024739e+01,7.270410112198474328e-01,5.139469386468394907e-01,6.471639433921998474e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.368078334465570833e+01,7.280264795968585112e-01,5.005822195904253702e-01,6.417371078708087317e+00
7.367354203170283711e+01,7.280286853713504591e-01,5.045096987996398052e-01,6.415902108198406673e+00
7.367354203170283711e+01,7.280286853713504591e-01,5.045096987996398052e-01,6.415902108198406673e+00
7.367354203170283711e+01,7.280286853713504591e-01,5.045096987996398052e-01,6.415902108198406673e+00
7.367354203170283711e+01,7.280286853713504591e-01,5.045096987996398052e-01,6.415902108198406673e+00
7.367354203170283711e+01,7.280286853713504591e-01,5.045096987996398052e-01,6.415902108198406673e+00
7.367354203170283711e+01,7.280286853713504591e-01,5.045096987996398052e-01,6.415902108198406673e+00
7.367354203170283711e+01,7.280286853713504591e-01,5.045096987996398052e-01,6.415902108198406673e+00
7.370833687377495380e+01,7.273357736269183693e-01,5.431369180087159965e-01,6.575802679031816922e+00
7.369067306911152571e+01,7.276875343182667155e-01,5.235275847234462931e-01,6.494628220963645227e+00
7.373029372219222921e+01,7.280815169147131227e-01,5.259597905969515264e-01,6.521172210622212972e+00
7.393735303254001678e+01,7.283920277827031775e-01,5.410832523480362255e-01,6.774845158968403780e+00
7.393728805601432441e+01,7.283901292715726505e-01,5.411559713255570392e-01,6.773917054495218970e+00
7.392974789052728113e+01,7.286554800628314288e-01,5.566361296952988535e-01,6.748253046504693486e+00
7.392974789052728113e+01,7.286554800628314288e-01,5.566361296952988535e-01,6.748253046504693486e+00
7.392974789052728113e+01,7.286554800628314288e-01,5.566361296952988535e-01,6.748253046504693486e+00
7.392974789052728113e+01,7.286554800628314288e-01,5.566361296952988535e-01,6.748253046504693486e+00
7.392974789052728113e+01,7.286554800628314288e-01,5.566361296952988535e-01,6.748253046504693486e+00
7.392974789052728113e+01,7.286554800628314288e-01,5.566361296952988535e-01,6.748253046504693486e+00
