frmse_area
2.205240626363635381e-01
2.472718468851221596e-01
2.626067636844934272e-01
3.914247870124796802e-01
3.752682093929990415e-01
3.330391122845806628e-01
4.099073023840324459e-01
4.173318095522686177e-01
3.455385953135566290e-01
4.010736998560823219e-01
2.958623885151017707e-01
3.298397831080730480e-01
3.835166059293926843e-01
3.555062201144462697e-01
3.494264168799291470e-01
2.636789680570364447e-01
3.364371921038180613e-01
2.777357866555679178e-01
3.591776230433323391e-01
3.496143575905271139e-01
3.133929427616800600e-01
4.383159669932434332e-01
3.680036411358795223e-01
4.010264847606532790e-01
3.471850750612884839e-01
3.623068312494304166e-01
3.134659568394776996e-01
3.610337593266828571e-01
2.570751292537835075e-01
3.478186270712139150e-01
3.414500289877248074e-01
3.374484621048550181e-01
3.190217751971380356e-01
4.086447215869680738e-01
3.024662841524912160e-01
4.157285190418429921e-01
2.709383760411697151e-01
3.389066840719837104e-01
2.917586329224352570e-01
4.097064943971316375e-01
3.079361879410620895e-01
3.447788701899097141e-01
4.814043700779228607e-01
3.176886506998137794e-01
2.975716700475662946e-01
3.668824746203733778e-01
3.645195746688534855e-01
3.924874667078367407e-01
2.453699187140317706e-01
2.974672079446664674e-01
2.578039653354017302e-01
2.765826641113120488e-01
3.669844133404593367e-01
3.291114994296283625e-01
2.515774135332225492e-01
3.071966486608639357e-01
3.781878527374574750e-01
2.808674689748486553e-01
3.733974801561429913e-01
3.875928089900229634e-01
2.804619544540097875e-01
3.719389191198358424e-01
3.768148693055861642e-01
2.714539833797718349e-01
2.588834844233290911e-01
2.739703939688116208e-01
3.529790792394684740e-01
3.268782455963268330e-01
3.947413283697926989e-01
4.030803250481059807e-01
2.679178231781095265e-01
3.754440682562089071e-01
3.144674503636807339e-01
3.055806156189539435e-01
4.366751722545894054e-01
2.326986246353654753e-01
2.667794824089473882e-01
3.085109080362498091e-01
2.863565254891251577e-01
2.557775736963027735e-01
2.821411425221740932e-01
3.366153205005800730e-01
3.007647586128279205e-01
3.000266334057722917e-01
2.653364602502419900e-01
3.614629162879006152e-01
