# DES-SN Y5 (Dovekie HD): CID z_HD mu sigma_total
# sigma_total = sqrt(MUERR^2 + MUERR_VPEC^2 + MUERR_SYS^2)
# N_unique_SN = 1820 (1623 DES + 197 external low-z); N_rows = 1820
# Source: DES Collaboration, DES-SN5YR data release (public)
1336150 0.34810 41.72694 0.281144
1919042 0.34814 41.16477 0.183593
1326216 0.34832 42.90996 218.435201
1295315 0.34886 41.22103 0.120942
1258906 0.34918 41.38191 0.156349
1248677 0.35016 41.31790 0.109863
1291254 0.35021 41.25782 0.283247
1773049 0.35023 41.31750 0.112513
1432027 0.35039 41.25919 0.181646
1328016 0.35071 41.26951 0.158607
1254356 0.35129 41.47435 0.148694
1314554 0.35159 41.29629 0.197407
1257040 0.35177 41.25662 0.124834
1261503 0.35211 41.15259 0.123428
1256765 0.35267 42.02292 32.618463
1256933 0.35284 41.51424 0.206617
1324562 0.35299 41.39783 0.144904
1276546 0.35329 41.53772 0.145162
1935471 0.35433 41.10221 0.112876
1260113 0.35469 41.30599 0.240936
1251552 0.35484 41.56520 0.131261
1255312 0.35561 41.29741 0.138498
1295592 0.35631 41.30196 0.117359
1331836 0.35667 41.35610 0.131470
1324790 0.35723 41.28873 0.203258
1247022 0.35763 41.88096 0.276850
1334423 0.35791 41.40865 0.175766
1450026 0.35831 41.59729 0.120888
1250357 0.35843 41.54725 0.140941
1302915 0.35921 41.38866 0.154312
1397029 0.35942 42.35098 164.625904
1307830 0.35948 41.52797 0.109182
1315950 0.35948 41.45362 0.108361
1318235 0.36002 41.56068 0.149393
1265281 0.36021 41.60278 0.298704
1848198 0.36021 42.56591 232.370201
1331700 0.36025 42.08385 0.339531
1264512 0.36027 41.34945 0.147496
1878334 0.36044 41.42073 0.212789
1645158 0.36048 41.30285 0.179779
1294340 0.36087 41.22450 0.165667
1306378 0.36101 41.55955 0.336102
1316701 0.36115 41.55013 0.194461
1253406 0.36131 41.43008 0.176359
1266015 0.36160 41.50152 0.250828
1923415 0.36161 41.28252 0.205288
1905244 0.36176 41.48715 0.129479
1294014 0.36271 40.96420 0.158237
1346137 0.36326 41.35083 0.187577
1703026 0.36390 41.52774 0.172712
1330533 0.36444 41.57902 0.131368
1333291 0.36460 41.23200 0.174694
1255735 0.36463 41.30831 0.228225
1339402 0.36538 42.59691 138.520037
1447133 0.36540 41.48489 0.226136
1920365 0.36549 41.40332 0.112269
1299746 0.36571 41.38879 0.305928
1318460 0.36604 41.23154 0.185654
1500031 0.36606 41.57625 0.143824
1258090 0.36656 41.39540 0.137675
1344639 0.36672 41.48063 0.139595
1308582 0.36704 41.25502 0.099460
1330828 0.36705 41.49526 0.120505
1431163 0.36711 41.41436 0.116985
1599030 0.36774 41.11399 0.119210
1770386 0.36795 41.44872 0.120217
1294341 0.36798 41.50983 0.156846
1904092 0.36798 41.40591 0.151789
1249245 0.36834 41.27058 0.133392
1343533 0.36843 41.64184 0.180440
1283936 0.36862 41.56550 0.273339
1918076 0.36966 41.37922 0.305224
1321973 0.37043 41.29234 0.149160
1323600 0.37044 41.56655 0.167759
1638030 0.37136 41.43197 0.141635
1291957 0.37143 41.41159 0.145073
1319539 0.37176 41.39942 0.153227
1511024 0.37178 41.45703 0.259139
1255412 0.37202 41.67956 0.165537
1291511 0.37228 41.39484 0.192653
1318126 0.37298 41.46099 0.126677
1434203 0.37567 41.36417 0.173925
1299643 0.37678 41.46815 0.135436
1879532 0.37719 41.42987 0.147912
1289366 0.37769 42.15081 1.265758
1282736 0.37797 41.47658 0.167281
1315795 0.37813 41.30302 0.213807
1847100 0.37890 41.47386 0.149434
1837096 0.37937 41.65466 0.178667
1948209 0.37942 41.57089 0.128051
1299785 0.38131 41.52151 0.207037
1255399 0.38137 41.50847 0.195789
1324582 0.38185 41.63203 0.157678
1923060 0.38247 41.42685 0.151710
1620051 0.38251 41.39445 0.235848
1925122 0.38274 41.77392 0.250553
1343401 0.38283 41.44162 0.162945
1250275 0.38323 41.37910 0.175365
1262135 0.38328 41.50629 0.131668
1246314 0.38337 41.62930 0.271388
1283272 0.38353 41.49537 0.249000
